id_venda,id_tempo,id_cliente,id_artigo,id_vendedor,quantidade,preco_unitario,desconto_perc,custo_unitario,total_bruto,total_desconto,total_liquido,custo_total,margem
1552,233,37,13,5,9,89.94,5,52.11,809.46,40.47,768.99,468.99,300.0
1553,224,23,14,7,1,618.33,10,302.59,618.33,61.83,556.5,302.59,253.91
1554,319,13,24,2,2,862.08,15,451.62,1724.16,258.62,1465.54,903.24,562.3
1555,60,32,30,7,8,412.5,0,280.6,3300.0,0.0,3300.0,2244.8,1055.2
1556,335,46,2,7,5,753.03,15,368.74,3765.15,564.77,3200.38,1843.7,1356.68
1557,222,47,12,1,7,646.32,10,419.26,4524.24,452.42,4071.82,2934.82,1137.0
1558,37,48,26,3,1,406.87,10,258.73,406.87,40.69,366.18,258.73,107.45
1559,278,23,21,2,5,184.01,10,145.03,920.05,92.0,828.05,725.15,102.9
1560,196,45,28,7,3,723.86,10,307.14,2171.58,217.16,1954.42,921.42,1033.0
1561,352,17,16,4,2,861.84,15,382.01,1723.68,258.55,1465.13,764.02,701.11
1562,242,40,4,3,2,701.56,0,422.64,1403.12,0.0,1403.12,845.28,557.84
1563,324,21,8,5,9,66.98,10,40.91,602.82,60.28,542.54,368.19,174.35
1564,219,2,2,2,4,255.42,20,106.25,1021.68,204.34,817.34,425.0,392.34
1565,192,37,10,5,4,116.01,0,84.73,464.04,0.0,464.04,338.92,125.12
1566,17,6,9,8,7,591.87,20,353.87,4143.09,828.62,3314.47,2477.09,837.38
1567,12,44,23,7,2,768.65,15,414.04,1537.3,230.6,1306.7,828.08,478.62
1568,193,18,15,5,3,155.05,10,81.8,465.15,46.52,418.63,245.4,173.23
1569,22,30,13,5,3,846.42,0,630.21,2539.26,0.0,2539.26,1890.63,648.63
1570,120,22,23,1,6,577.73,10,276.56,3466.38,346.64,3119.74,1659.36,1460.38
1571,210,33,17,5,3,705.47,10,327.46,2116.41,211.64,1904.77,982.38,922.39
1572,306,30,30,4,5,972.83,0,472.09,4864.15,0.0,4864.15,2360.45,2503.7
1573,270,17,16,4,4,129.5,10,84.18,518.0,51.8,466.2,336.72,129.48
1574,192,43,28,3,3,906.16,10,656.4,2718.48,271.85,2446.63,1969.2,477.43
1575,175,32,2,7,8,169.8,5,90.4,1358.4,67.92,1290.48,723.2,567.28
1576,285,42,20,6,3,423.31,5,198.7,1269.93,63.5,1206.43,596.1,610.33
1577,204,14,20,8,6,858.87,0,415.42,5153.22,0.0,5153.22,2492.52,2660.7
1578,164,10,27,5,7,910.94,0,589.99,6376.58,0.0,6376.58,4129.93,2246.65
1579,251,47,14,5,7,531.05,10,264.68,3717.35,371.74,3345.61,1852.76,1492.85
1580,227,36,3,2,2,614.4,20,461.36,1228.8,245.76,983.04,922.72,60.32
1581,7,34,23,1,3,722.74,0,319.13,2168.22,0.0,2168.22,957.39,1210.83
1582,29,9,12,6,4,841.12,10,347.34,3364.48,336.45,3028.03,1389.36,1638.67
1583,33,42,8,3,7,165.44,20,72.02,1158.08,231.62,926.46,504.14,422.32
1584,134,28,2,8,2,819.57,5,605.05,1639.14,81.96,1557.18,1210.1,347.08
1585,79,11,4,6,3,507.21,0,335.01,1521.63,0.0,1521.63,1005.03,516.6
1586,58,14,14,5,7,478.09,10,374.39,3346.63,334.66,3011.97,2620.73,391.24
1587,26,39,16,2,7,452.7,5,241.98,3168.9,158.44,3010.46,1693.86,1316.6
1588,226,47,19,7,3,533.75,15,258.91,1601.25,240.19,1361.06,776.73,584.33
1589,285,19,2,1,1,947.8,5,592.18,947.8,47.39,900.41,592.18,308.23
1590,4,15,12,7,3,570.79,10,351.11,1712.37,171.24,1541.13,1053.33,487.8
1591,99,28,29,3,5,955.52,20,608.1,4777.6,955.52,3822.08,3040.5,781.58
1592,39,24,14,6,7,221.28,15,119.27,1548.96,232.34,1316.62,834.89,481.73
1593,271,8,6,3,4,737.93,15,296.91,2951.72,442.76,2508.96,1187.64,1321.32
1594,285,43,13,5,1,821.63,15,340.17,821.63,123.24,698.39,340.17,358.22
1595,157,9,4,3,6,695.17,0,462.66,4171.02,0.0,4171.02,2775.96,1395.06
1596,75,47,22,7,2,626.58,10,381.78,1253.16,125.32,1127.84,763.56,364.28
1597,288,33,18,2,3,586.57,15,427.26,1759.71,263.96,1495.75,1281.78,213.97
1598,130,33,12,3,4,867.88,5,451.44,3471.52,173.58,3297.94,1805.76,1492.18
1599,175,19,20,4,6,830.56,20,603.14,4983.36,996.67,3986.69,3618.84,367.85
1600,84,3,27,2,6,166.17,10,94.75,997.02,99.7,897.32,568.5,328.82
1601,22,10,22,6,7,856.16,5,375.58,5993.12,299.66,5693.46,2629.06,3064.4
1602,27,40,30,1,5,443.37,0,350.78,2216.85,0.0,2216.85,1753.9,462.95
1603,195,47,21,1,7,291.01,15,176.0,2037.07,305.56,1731.51,1232.0,499.51
1604,337,42,19,5,2,876.28,5,571.15,1752.56,87.63,1664.93,1142.3,522.63
1605,236,1,8,5,1,460.42,10,307.71,460.42,46.04,414.38,307.71,106.67
1606,92,29,7,4,8,817.95,5,445.75,6543.6,327.18,6216.42,3566.0,2650.42
1607,21,50,16,6,1,300.23,0,209.86,300.23,0.0,300.23,209.86,90.37
1608,303,34,19,7,2,53.73,20,40.2,107.46,21.49,85.97,80.4,5.57
1609,357,13,6,1,6,520.69,15,288.92,3124.14,468.62,2655.52,1733.52,922.0
1610,84,1,20,1,1,145.22,10,96.25,145.22,14.52,130.7,96.25,34.45
1611,262,34,27,1,3,766.66,15,538.85,2299.98,345.0,1954.98,1616.55,338.43
1612,147,29,21,7,7,312.27,15,148.66,2185.89,327.88,1858.01,1040.62,817.39
1613,257,48,11,1,8,471.46,15,251.31,3771.68,565.75,3205.93,2010.48,1195.45
1614,58,47,5,3,4,132.68,5,58.85,530.72,26.54,504.18,235.4,268.78
1615,15,13,16,6,3,322.33,5,206.58,966.99,48.35,918.64,619.74,298.9
1616,162,48,7,2,1,792.42,20,570.84,792.42,158.48,633.94,570.84,63.1
1617,163,49,27,2,9,194.01,0,125.01,1746.09,0.0,1746.09,1125.09,621.0
1618,320,29,5,4,6,664.8,10,313.73,3988.8,398.88,3589.92,1882.38,1707.54
1619,281,39,11,3,6,921.55,5,570.02,5529.3,276.46,5252.84,3420.12,1832.72
1620,280,24,15,1,9,695.84,15,510.73,6262.56,939.38,5323.18,4596.57,726.61
1621,12,26,3,1,1,820.47,0,427.54,820.47,0.0,820.47,427.54,392.93
1622,274,17,26,5,6,153.52,10,112.54,921.12,92.11,829.01,675.24,153.77
1623,271,7,5,5,5,288.2,10,205.73,1441.0,144.1,1296.9,1028.65,268.25
1624,208,13,23,4,6,899.81,10,367.75,5398.86,539.89,4858.97,2206.5,2652.47
1625,27,5,21,1,8,729.35,10,361.6,5834.8,583.48,5251.32,2892.8,2358.52
1626,72,26,5,4,5,657.58,20,405.84,3287.9,657.58,2630.32,2029.2,601.12
1627,60,49,9,3,2,680.58,10,467.59,1361.16,136.12,1225.04,935.18,289.86
1628,145,3,15,2,2,443.49,0,333.6,886.98,0.0,886.98,667.2,219.78
1629,93,7,3,1,5,92.33,5,60.61,461.65,23.08,438.57,303.05,135.52
1630,309,49,29,6,3,795.22,0,439.07,2385.66,0.0,2385.66,1317.21,1068.45
1631,8,39,6,7,3,694.78,15,329.22,2084.34,312.65,1771.69,987.66,784.03
1632,79,1,17,3,8,499.16,20,351.42,3993.28,798.66,3194.62,2811.36,383.26
1633,27,49,26,1,7,904.77,20,436.74,6333.39,1266.68,5066.71,3057.18,2009.53
1634,174,17,21,7,1,369.35,15,250.48,369.35,55.4,313.95,250.48,63.47
1635,50,43,8,6,5,329.61,0,155.74,1648.05,0.0,1648.05,778.7,869.35
1636,199,25,21,5,9,879.16,0,383.68,7912.44,0.0,7912.44,3453.12,4459.32
1637,349,3,25,4,4,807.14,15,403.93,3228.56,484.28,2744.28,1615.72,1128.56
1638,181,15,11,5,1,539.23,10,277.15,539.23,53.92,485.31,277.15,208.16
1639,24,29,6,2,8,174.2,10,114.78,1393.6,139.36,1254.24,918.24,336.0
1640,316,43,8,5,5,254.32,5,118.09,1271.6,63.58,1208.02,590.45,617.57
1641,46,32,10,1,2,673.42,0,519.96,1346.84,0.0,1346.84,1039.92,306.92
1642,15,26,24,6,1,415.79,0,258.52,415.79,0.0,415.79,258.52,157.27
1643,153,16,29,5,3,844.65,15,503.73,2533.95,380.09,2153.86,1511.19,642.67
1644,222,25,3,1,9,952.46,15,546.6,8572.14,1285.82,7286.32,4919.4,2366.92
1645,206,28,23,2,1,815.36,10,510.94,815.36,81.54,733.82,510.94,222.88
1646,273,9,14,7,4,408.67,0,167.14,1634.68,0.0,1634.68,668.56,966.12
1647,236,1,23,6,8,799.25,0,636.23,6394.0,0.0,6394.0,5089.84,1304.16
1648,340,29,14,5,8,383.87,20,239.15,3070.96,614.19,2456.77,1913.2,543.57
1649,228,22,10,4,8,208.75,5,86.44,1670.0,83.5,1586.5,691.52,894.98
1650,9,16,12,4,8,81.72,5,51.97,653.76,32.69,621.07,415.76,205.31
1651,166,41,6,6,4,416.43,10,239.38,1665.72,166.57,1499.15,957.52,541.63
1652,319,44,12,4,8,908.38,0,372.09,7267.04,0.0,7267.04,2976.72,4290.32
1653,214,41,23,5,9,277.04,20,213.26,2493.36,498.67,1994.69,1919.34,75.35
1654,117,7,14,5,7,246.19,0,99.52,1723.33,0.0,1723.33,696.64,1026.69
1655,344,14,2,6,2,971.33,15,613.05,1942.66,291.4,1651.26,1226.1,425.16
1656,72,29,9,5,9,73.75,10,57.87,663.75,66.38,597.37,520.83,76.54
1657,64,19,10,7,8,796.49,5,394.3,6371.92,318.6,6053.32,3154.4,2898.92
1658,205,19,26,1,5,355.3,0,178.24,1776.5,0.0,1776.5,891.2,885.3
1659,209,2,17,2,3,85.61,10,34.26,256.83,25.68,231.15,102.78,128.37
1660,72,41,17,7,7,921.91,5,393.23,6453.37,322.67,6130.7,2752.61,3378.09
1661,277,45,3,7,2,182.66,0,76.34,365.32,0.0,365.32,152.68,212.64
1662,274,15,30,4,3,574.19,20,418.62,1722.57,344.51,1378.06,1255.86,122.2
1663,320,3,19,1,9,310.35,10,228.01,2793.15,279.32,2513.83,2052.09,461.74
1664,338,11,1,6,4,111.93,0,77.31,447.72,0.0,447.72,309.24,138.48
1665,366,46,12,8,4,97.43,5,52.72,389.72,19.49,370.23,210.88,159.35
1666,95,30,7,4,3,159.78,5,116.4,479.34,23.97,455.37,349.2,106.17
1667,166,40,4,1,5,117.8,20,72.55,589.0,117.8,471.2,362.75,108.45
1668,32,18,10,5,3,772.53,10,403.05,2317.59,231.76,2085.83,1209.15,876.68
1669,11,48,13,6,9,511.29,10,293.95,4601.61,460.16,4141.45,2645.55,1495.9
1670,301,2,2,8,3,375.75,0,160.18,1127.25,0.0,1127.25,480.54,646.71
1671,217,32,10,6,2,447.45,5,348.1,894.9,44.74,850.16,696.2,153.96
1672,289,8,21,8,5,932.5,5,603.93,4662.5,233.12,4429.38,3019.65,1409.73
1673,102,22,22,8,6,915.21,20,633.78,5491.26,1098.25,4393.01,3802.68,590.33
1674,267,6,25,4,1,729.89,20,489.49,729.89,145.98,583.91,489.49,94.42
1675,214,12,4,5,6,890.45,10,594.02,5342.7,534.27,4808.43,3564.12,1244.31
1676,179,47,18,4,3,353.67,5,143.91,1061.01,53.05,1007.96,431.73,576.23
1677,88,40,5,8,4,412.05,0,251.41,1648.2,0.0,1648.2,1005.64,642.56
1678,41,36,19,8,6,633.03,15,461.28,3798.18,569.73,3228.45,2767.68,460.77
1679,76,15,2,3,8,642.44,0,268.42,5139.52,0.0,5139.52,2147.36,2992.16
1680,46,28,12,1,9,507.61,20,397.19,4568.49,913.7,3654.79,3574.71,80.08
1681,160,49,17,3,6,430.62,0,245.31,2583.72,0.0,2583.72,1471.86,1111.86
1682,80,45,10,1,7,986.87,5,509.18,6908.09,345.4,6562.69,3564.26,2998.43
1683,310,18,2,2,5,830.07,10,508.61,4150.35,415.04,3735.31,2543.05,1192.26
1684,86,2,6,7,9,463.23,15,333.75,4169.07,625.36,3543.71,3003.75,539.96
1685,92,13,8,6,4,740.93,10,437.08,2963.72,296.37,2667.35,1748.32,919.03
1686,148,45,29,4,6,306.08,15,201.41,1836.48,275.47,1561.01,1208.46,352.55
1687,161,15,19,2,5,145.16,15,87.09,725.8,108.87,616.93,435.45,181.48
1688,202,20,11,2,1,384.81,5,251.09,384.81,19.24,365.57,251.09,114.48
1689,242,29,25,6,5,432.82,5,197.03,2164.1,108.2,2055.9,985.15,1070.75
1690,353,42,12,6,5,65.71,20,27.3,328.55,65.71,262.84,136.5,126.34
1691,2,29,9,1,9,824.05,20,374.75,7416.45,1483.29,5933.16,3372.75,2560.41
1692,225,3,2,3,1,391.23,15,201.22,391.23,58.68,332.55,201.22,131.33
1693,289,19,8,5,5,601.4,20,301.51,3007.0,601.4,2405.6,1507.55,898.05
1694,233,3,26,1,7,120.27,5,77.7,841.89,42.09,799.8,543.9,255.9
1695,77,14,11,5,6,216.25,20,125.93,1297.5,259.5,1038.0,755.58,282.42
1696,116,40,28,2,6,895.21,15,371.98,5371.26,805.69,4565.57,2231.88,2333.69
1697,154,4,21,5,7,628.25,10,260.06,4397.75,439.78,3957.97,1820.42,2137.55
1698,103,11,4,3,6,952.77,0,415.63,5716.62,0.0,5716.62,2493.78,3222.84
1699,194,31,10,1,5,998.81,20,540.59,4994.05,998.81,3995.24,2702.95,1292.29
1700,166,43,21,8,5,403.27,5,162.31,2016.35,100.82,1915.53,811.55,1103.98
1701,359,32,20,6,9,333.86,10,199.51,3004.74,300.47,2704.27,1795.59,908.68
1702,90,27,16,8,8,865.44,5,471.03,6923.52,346.18,6577.34,3768.24,2809.1
1703,174,30,8,3,4,998.68,20,621.36,3994.72,798.94,3195.78,2485.44,710.34
1704,122,43,4,7,4,648.16,15,446.15,2592.64,388.9,2203.74,1784.6,419.14
1705,143,2,29,3,5,805.38,0,403.0,4026.9,0.0,4026.9,2015.0,2011.9
1706,106,49,10,7,3,792.66,0,366.87,2377.98,0.0,2377.98,1100.61,1277.37
1707,305,9,12,1,8,387.57,10,198.13,3100.56,310.06,2790.5,1585.04,1205.46
1708,360,28,29,6,7,595.56,0,238.64,4168.92,0.0,4168.92,1670.48,2498.44
1709,317,31,14,3,5,841.4,15,376.95,4207.0,631.05,3575.95,1884.75,1691.2
1710,123,34,16,8,3,703.71,5,492.83,2111.13,105.56,2005.57,1478.49,527.08
1711,9,15,22,7,5,70.11,15,34.29,350.55,52.58,297.97,171.45,126.52
1712,262,48,18,6,3,369.87,10,295.05,1109.61,110.96,998.65,885.15,113.5
1713,73,25,21,4,5,187.25,10,87.47,936.25,93.62,842.63,437.35,405.28
1714,359,36,22,4,1,271.32,0,194.13,271.32,0.0,271.32,194.13,77.19
1715,223,8,21,4,6,910.22,15,620.79,5461.32,819.2,4642.12,3724.74,917.38
1716,41,9,12,5,4,85.05,5,44.98,340.2,17.01,323.19,179.92,143.27
1717,204,37,18,3,4,258.81,15,137.76,1035.24,155.29,879.95,551.04,328.91
1718,264,48,30,1,8,344.09,5,215.2,2752.72,137.64,2615.08,1721.6,893.48
1719,328,45,7,8,2,636.04,5,471.27,1272.08,63.6,1208.48,942.54,265.94
1720,178,39,20,1,4,557.4,15,309.06,2229.6,334.44,1895.16,1236.24,658.92
1721,348,32,24,5,2,257.36,20,109.24,514.72,102.94,411.78,218.48,193.3
1722,318,17,23,1,1,206.03,15,113.27,206.03,30.9,175.13,113.27,61.86
1723,84,35,7,7,3,274.96,5,132.79,824.88,41.24,783.64,398.37,385.27
1724,318,37,9,4,8,527.4,10,409.1,4219.2,421.92,3797.28,3272.8,524.48
1725,111,19,1,8,6,307.62,10,208.85,1845.72,184.57,1661.15,1253.1,408.05
1726,251,44,26,3,7,950.22,0,399.41,6651.54,0.0,6651.54,2795.87,3855.67
1727,7,29,6,1,2,490.67,10,253.77,981.34,98.13,883.21,507.54,375.67
1728,84,7,6,1,6,105.86,20,44.47,635.16,127.03,508.13,266.82,241.31
1729,208,28,22,2,8,742.8,5,543.73,5942.4,297.12,5645.28,4349.84,1295.44
1730,314,9,29,2,8,362.4,15,276.34,2899.2,434.88,2464.32,2210.72,253.6
1731,22,28,12,2,4,670.81,15,298.45,2683.24,402.49,2280.75,1193.8,1086.95
1732,3,6,22,3,6,315.61,20,181.83,1893.66,378.73,1514.93,1090.98,423.95
1733,127,29,12,4,5,592.21,10,457.63,2961.05,296.1,2664.95,2288.15,376.8
1734,297,17,10,6,9,783.54,5,358.93,7051.86,352.59,6699.27,3230.37,3468.9
1735,188,16,23,4,8,931.61,10,481.42,7452.88,745.29,6707.59,3851.36,2856.23
1736,362,23,30,8,2,298.07,0,155.51,596.14,0.0,596.14,311.02,285.12
1737,14,31,26,4,7,368.11,10,151.67,2576.77,257.68,2319.09,1061.69,1257.4
1738,12,3,6,3,7,491.05,0,203.54,3437.35,0.0,3437.35,1424.78,2012.57
1739,87,21,17,7,1,930.82,15,727.08,930.82,139.62,791.2,727.08,64.12
1740,12,26,19,7,1,906.32,5,569.57,906.32,45.32,861.0,569.57,291.43
1741,25,36,18,3,4,135.38,0,70.76,541.52,0.0,541.52,283.04,258.48
1742,301,42,6,2,5,175.33,10,96.69,876.65,87.66,788.99,483.45,305.54
1743,243,37,24,1,4,520.73,10,357.19,2082.92,208.29,1874.63,1428.76,445.87
1744,122,22,19,5,7,151.29,15,82.7,1059.03,158.85,900.18,578.9,321.28
1745,147,42,10,5,3,378.3,20,185.78,1134.9,226.98,907.92,557.34,350.58
1746,55,12,24,6,7,190.97,20,84.17,1336.79,267.36,1069.43,589.19,480.24
1747,238,42,8,1,8,654.24,10,452.45,5233.92,523.39,4710.53,3619.6,1090.93
1748,356,13,21,6,6,952.02,20,449.57,5712.12,1142.42,4569.7,2697.42,1872.28
1749,173,11,24,2,6,996.9,5,426.53,5981.4,299.07,5682.33,2559.18,3123.15
1750,221,16,6,6,8,406.48,20,232.01,3251.84,650.37,2601.47,1856.08,745.39
1751,119,8,21,1,8,619.06,5,257.42,4952.48,247.62,4704.86,2059.36,2645.5
1752,309,40,25,8,7,863.45,10,678.67,6044.15,604.42,5439.73,4750.69,689.04
1753,183,40,30,1,6,161.59,10,105.18,969.54,96.95,872.59,631.08,241.51
1754,288,45,7,5,6,705.09,10,325.1,4230.54,423.05,3807.49,1950.6,1856.89
1755,307,2,24,7,6,438.4,15,205.6,2630.4,394.56,2235.84,1233.6,1002.24
1756,300,30,1,2,8,245.84,20,154.37,1966.72,393.34,1573.38,1234.96,338.42
1757,82,30,27,8,1,432.62,0,234.75,432.62,0.0,432.62,234.75,197.87
1758,211,12,18,3,5,122.16,0,86.7,610.8,0.0,610.8,433.5,177.3
1759,150,10,24,8,3,710.64,10,439.4,2131.92,213.19,1918.73,1318.2,600.53
1760,37,44,28,8,8,290.11,20,166.33,2320.88,464.18,1856.7,1330.64,526.06
1761,352,11,25,6,6,345.84,5,271.55,2075.04,103.75,1971.29,1629.3,341.99
1762,312,15,20,5,2,165.03,0,91.8,330.06,0.0,330.06,183.6,146.46
1763,361,16,12,6,7,871.43,10,488.21,6100.01,610.0,5490.01,3417.47,2072.54
1764,59,17,16,6,7,518.77,0,345.66,3631.39,0.0,3631.39,2419.62,1211.77
1765,131,26,10,3,5,593.54,0,429.6,2967.7,0.0,2967.7,2148.0,819.7
1766,202,2,27,2,8,590.96,0,384.41,4727.68,0.0,4727.68,3075.28,1652.4
1767,243,50,10,1,5,439.97,10,298.94,2199.85,219.98,1979.87,1494.7,485.17
1768,35,12,14,4,1,232.9,10,127.9,232.9,23.29,209.61,127.9,81.71
1769,93,26,25,6,9,757.88,15,448.51,6820.92,1023.14,5797.78,4036.59,1761.19
1770,207,23,20,4,4,170.7,15,81.73,682.8,102.42,580.38,326.92,253.46
1771,353,18,10,2,2,148.68,15,99.93,297.36,44.6,252.76,199.86,52.9
1772,332,32,10,4,4,724.64,0,354.05,2898.56,0.0,2898.56,1416.2,1482.36
1773,305,49,26,6,9,248.4,20,99.48,2235.6,447.12,1788.48,895.32,893.16
1774,350,38,25,3,2,341.43,10,264.1,682.86,68.29,614.57,528.2,86.37
1775,213,47,11,4,4,501.47,15,261.97,2005.88,300.88,1705.0,1047.88,657.12
1776,159,3,23,2,2,476.88,20,228.26,953.76,190.75,763.01,456.52,306.49
1777,24,38,2,2,5,723.15,15,366.82,3615.75,542.36,3073.39,1834.1,1239.29
1778,293,3,25,7,3,642.26,15,341.8,1926.78,289.02,1637.76,1025.4,612.36
1779,4,30,20,7,2,662.18,20,390.57,1324.36,264.87,1059.49,781.14,278.35
1780,220,1,8,3,9,728.35,15,311.54,6555.15,983.27,5571.88,2803.86,2768.02
1781,364,30,30,4,5,327.98,0,138.1,1639.9,0.0,1639.9,690.5,949.4
1782,20,45,23,4,5,356.22,0,184.22,1781.1,0.0,1781.1,921.1,860.0
1783,152,32,29,7,1,466.1,0,241.58,466.1,0.0,466.1,241.58,224.52
1784,50,28,7,1,6,342.09,5,152.93,2052.54,102.63,1949.91,917.58,1032.33
1785,177,21,8,5,7,985.69,15,553.88,6899.83,1034.97,5864.86,3877.16,1987.7
1786,96,46,1,2,1,823.35,5,422.88,823.35,41.17,782.18,422.88,359.3
1787,105,13,21,1,9,206.42,10,84.72,1857.78,185.78,1672.0,762.48,909.52
1788,250,27,2,2,8,55.31,20,41.72,442.48,88.5,353.98,333.76,20.22
1789,117,36,18,8,8,90.64,10,68.38,725.12,72.51,652.61,547.04,105.57
1790,354,7,15,8,7,281.86,5,136.33,1973.02,98.65,1874.37,954.31,920.06
1791,228,22,1,1,5,158.58,0,73.76,792.9,0.0,792.9,368.8,424.1
1792,66,10,5,8,3,556.67,15,344.53,1670.01,250.5,1419.51,1033.59,385.92
1793,335,39,2,7,9,865.1,15,564.31,7785.9,1167.88,6618.02,5078.79,1539.23
1794,262,15,20,7,7,749.91,0,587.19,5249.37,0.0,5249.37,4110.33,1139.04
1795,295,15,3,5,8,254.83,15,140.4,2038.64,305.8,1732.84,1123.2,609.64
1796,243,4,19,1,6,429.33,20,277.9,2575.98,515.2,2060.78,1667.4,393.38
1797,186,32,18,2,5,532.5,20,400.05,2662.5,532.5,2130.0,2000.25,129.75
1798,246,23,29,4,8,819.7,20,475.41,6557.6,1311.52,5246.08,3803.28,1442.8
1799,125,6,22,2,3,847.17,10,380.33,2541.51,254.15,2287.36,1140.99,1146.37
1800,268,24,18,6,7,914.23,0,503.72,6399.61,0.0,6399.61,3526.04,2873.57
1801,131,20,14,7,2,533.78,20,242.67,1067.56,213.51,854.05,485.34,368.71
1802,237,37,30,3,3,709.56,5,288.55,2128.68,106.43,2022.25,865.65,1156.6
1803,18,20,24,3,2,156.21,20,109.44,312.42,62.48,249.94,218.88,31.06
1804,40,12,8,7,5,587.02,10,290.79,2935.1,293.51,2641.59,1453.95,1187.64
1805,21,33,29,6,7,286.26,5,114.73,2003.82,100.19,1903.63,803.11,1100.52
1806,225,28,30,3,1,460.13,0,344.62,460.13,0.0,460.13,344.62,115.51
1807,355,8,12,8,9,652.35,0,376.74,5871.15,0.0,5871.15,3390.66,2480.49
1808,282,1,21,7,1,294.14,20,145.76,294.14,58.83,235.31,145.76,89.55
1809,8,37,10,3,1,99.58,5,50.3,99.58,4.98,94.6,50.3,44.3
1810,100,22,23,7,8,59.72,5,29.63,477.76,23.89,453.87,237.04,216.83
1811,240,6,20,5,6,71.05,20,33.95,426.3,85.26,341.04,203.7,137.34
1812,87,21,17,4,6,57.93,20,42.66,347.58,69.52,278.06,255.96,22.1
1813,298,32,11,4,9,154.84,15,72.49,1393.56,209.03,1184.53,652.41,532.12
1814,14,35,2,2,4,277.51,15,173.37,1110.04,166.51,943.53,693.48,250.05
1815,334,15,26,6,8,260.16,20,112.11,2081.28,416.26,1665.02,896.88,768.14
1816,2,5,26,7,4,987.46,10,770.03,3949.84,394.98,3554.86,3080.12,474.74
1817,293,46,4,1,2,340.71,15,218.51,681.42,102.21,579.21,437.02,142.19
1818,325,50,1,2,8,171.05,20,130.21,1368.4,273.68,1094.72,1041.68,53.04
1819,41,48,15,2,7,568.28,5,317.75,3977.96,198.9,3779.06,2224.25,1554.81
1820,318,6,13,7,4,865.06,15,626.54,3460.24,519.04,2941.2,2506.16,435.04
1821,316,25,8,7,9,694.16,10,514.69,6247.44,624.74,5622.7,4632.21,990.49
1822,111,46,25,2,9,331.28,0,225.66,2981.52,0.0,2981.52,2030.94,950.58
1823,14,40,4,2,8,583.54,5,255.11,4668.32,233.42,4434.9,2040.88,2394.02
1824,231,29,10,4,1,729.11,10,296.33,729.11,72.91,656.2,296.33,359.87
1825,84,7,19,1,7,741.7,10,346.69,5191.9,519.19,4672.71,2426.83,2245.88
1826,130,40,18,8,5,683.21,10,305.56,3416.05,341.6,3074.45,1527.8,1546.65
1827,231,13,5,2,7,877.27,5,605.36,6140.89,307.04,5833.85,4237.52,1596.33
1828,326,38,30,8,9,876.6,10,545.95,7889.4,788.94,7100.46,4913.55,2186.91
1829,145,18,19,4,2,599.99,0,366.22,1199.98,0.0,1199.98,732.44,467.54
1830,345,2,26,2,4,458.36,15,229.71,1833.44,275.02,1558.42,918.84,639.58
1831,28,8,23,3,4,659.49,5,304.58,2637.96,131.9,2506.06,1218.32,1287.74
1832,66,11,27,2,2,827.3,10,399.27,1654.6,165.46,1489.14,798.54,690.6
1833,163,33,22,7,3,55.37,20,31.01,166.11,33.22,132.89,93.03,39.86
1834,229,38,16,6,8,992.4,15,690.77,7939.2,1190.88,6748.32,5526.16,1222.16
1835,261,48,1,6,9,223.75,5,112.28,2013.75,100.69,1913.06,1010.52,902.54
1836,164,27,12,2,6,496.74,20,337.51,2980.44,596.09,2384.35,2025.06,359.29
1837,301,20,24,5,2,878.43,20,524.08,1756.86,351.37,1405.49,1048.16,357.33
1838,303,12,2,3,2,263.79,10,198.94,527.58,52.76,474.82,397.88,76.94
1839,287,43,21,1,7,502.96,5,248.04,3520.72,176.04,3344.68,1736.28,1608.4
1840,10,31,25,2,8,175.95,10,102.11,1407.6,140.76,1266.84,816.88,449.96
1841,195,27,8,8,8,425.32,0,186.57,3402.56,0.0,3402.56,1492.56,1910.0
1842,118,32,18,1,6,218.28,20,116.57,1309.68,261.94,1047.74,699.42,348.32
1843,270,10,25,3,8,395.45,0,238.36,3163.6,0.0,3163.6,1906.88,1256.72
1844,80,3,16,2,1,404.79,10,280.56,404.79,40.48,364.31,280.56,83.75
1845,93,45,5,5,9,993.51,15,476.12,8941.59,1341.24,7600.35,4285.08,3315.27
1846,266,27,26,4,1,995.07,20,484.83,995.07,199.01,796.06,484.83,311.23
1847,332,35,30,5,3,159.05,15,103.8,477.15,71.57,405.58,311.4,94.18
1848,350,31,22,7,9,739.67,5,409.03,6657.03,332.85,6324.18,3681.27,2642.91
1849,361,15,13,5,5,99.16,20,58.79,495.8,99.16,396.64,293.95,102.69
1850,257,16,19,8,9,78.68,0,57.79,708.12,0.0,708.12,520.11,188.01
1851,133,13,29,4,9,150.07,15,89.99,1350.63,202.59,1148.04,809.91,338.13
1852,276,49,3,7,6,967.21,5,639.33,5803.26,290.16,5513.1,3835.98,1677.12
1853,264,35,26,4,1,943.82,20,625.48,943.82,188.76,755.06,625.48,129.58
1854,171,11,8,6,7,234.23,5,168.98,1639.61,81.98,1557.63,1182.86,374.77
1855,1,21,27,4,6,203.59,0,133.4,1221.54,0.0,1221.54,800.4,421.14
1856,313,11,26,2,9,278.51,20,118.62,2506.59,501.32,2005.27,1067.58,937.69
1857,64,30,26,1,7,539.77,5,289.79,3778.39,188.92,3589.47,2028.53,1560.94
1858,284,48,12,6,4,591.22,10,470.45,2364.88,236.49,2128.39,1881.8,246.59
