id_venda,data,ano,mes,trimestre,id_cliente,nome_cliente,segmento_cliente,cidade,id_artigo,nome_artigo,categoria,subcategoria,id_vendedor,nome_vendedor,equipa,quantidade,preco_unitario,desconto_perc,total_bruto,total_desconto,total_liquido,custo_total,margem
1529,2024-03-22,2024,3,1,33,Cliente 33,B2B,Coimbra,26,Artigo 26,Serviço,Implementação,3,Vendedor 3,Online,5,430.86,5,2154.3,107.72,2046.58,981.65,1064.93
1530,2024-12-21,2024,12,4,49,Cliente 49,B2B,Porto,14,Artigo 14,Hardware,Equipamento,7,Vendedor 7,Norte,1,773.06,15,773.06,115.96,657.1,610.04,47.06
1531,2024-09-14,2024,9,3,21,Cliente 21,Retail,Coimbra,7,Artigo 7,Software,Suporte,4,Vendedor 4,Online,9,508.41,10,4575.69,457.57,4118.12,2641.59,1476.53
1532,2024-07-24,2024,7,3,9,Cliente 9,Parceiro,Coimbra,1,Artigo 1,Software,Licença,4,Vendedor 4,Online,3,943.3,10,2829.9,282.99,2546.91,2205.0,341.91
1533,2024-03-17,2024,3,1,6,Cliente 6,Retail,Coimbra,26,Artigo 26,Serviço,Implementação,4,Vendedor 4,Online,3,328.99,10,986.97,98.7,888.27,447.96,440.31
1534,2024-01-12,2024,1,1,45,Cliente 45,Retail,Coimbra,25,Artigo 25,Software,Licença,1,Vendedor 1,Online,2,444.92,10,889.84,88.98,800.86,629.02,171.84
1535,2024-10-21,2024,10,4,35,Cliente 35,Parceiro,Lisboa,13,Artigo 13,Software,Equipamento,5,Vendedor 5,Sul,4,797.61,15,3190.44,478.57,2711.87,2064.4,647.47
1536,2024-08-11,2024,8,3,39,Cliente 39,Retail,Braga,20,Artigo 20,Software,Licença,7,Vendedor 7,Norte,2,568.72,0,1137.44,0.0,1137.44,828.08,309.36
1537,2024-01-13,2024,1,1,22,Cliente 22,Retail,Lisboa,3,Artigo 3,Hardware,Equipamento,3,Vendedor 3,Online,9,569.68,15,5127.12,769.07,4358.05,3282.75,1075.3
1538,2024-02-15,2024,2,1,41,Cliente 41,Retail,Braga,20,Artigo 20,Software,Licença,2,Vendedor 2,Norte,7,100.67,0,704.69,0.0,704.69,553.28,151.41
1539,2024-06-03,2024,6,2,5,Cliente 5,Retail,Lisboa,4,Artigo 4,Software,Implementação,5,Vendedor 5,Sul,8,428.67,20,3429.36,685.87,2743.49,2231.76,511.73
1540,2024-04-22,2024,4,2,42,Cliente 42,Parceiro,Coimbra,29,Artigo 29,Software,Implementação,7,Vendedor 7,Norte,3,307.2,20,921.6,184.32,737.28,657.87,79.41
1541,2024-08-20,2024,8,3,23,Cliente 23,B2B,Lisboa,26,Artigo 26,Serviço,Implementação,8,Vendedor 8,Online,6,999.37,0,5996.22,0.0,5996.22,4503.36,1492.86
1542,2024-01-17,2024,1,1,17,Cliente 17,B2B,Porto,11,Artigo 11,Software,Licença,8,Vendedor 8,Online,6,342.94,15,2057.64,308.65,1748.99,1411.2,337.79
1543,2024-12-25,2024,12,4,12,Cliente 12,Parceiro,Porto,2,Artigo 2,Serviço,Equipamento,1,Vendedor 1,Online,1,890.27,5,890.27,44.51,845.76,542.79,302.97
1544,2024-08-10,2024,8,3,23,Cliente 23,B2B,Lisboa,14,Artigo 14,Hardware,Equipamento,4,Vendedor 4,Online,6,692.42,15,4154.52,623.18,3531.34,2115.18,1416.16
1545,2024-12-19,2024,12,4,16,Cliente 16,Retail,Lisboa,12,Artigo 12,Software,Suporte,2,Vendedor 2,Norte,3,373.87,5,1121.61,56.08,1065.53,832.02,233.51
1546,2024-07-06,2024,7,3,3,Cliente 3,Parceiro,Lisboa,30,Artigo 30,Hardware,Suporte,7,Vendedor 7,Norte,3,566.36,15,1699.08,254.86,1444.22,1006.26,437.96
1547,2024-12-09,2024,12,4,30,Cliente 30,Parceiro,Braga,17,Artigo 17,Hardware,Suporte,3,Vendedor 3,Online,3,848.51,10,2545.53,254.55,2290.98,1650.21,640.77
1548,2024-12-30,2024,12,4,22,Cliente 22,Retail,Lisboa,12,Artigo 12,Software,Suporte,7,Vendedor 7,Norte,8,889.2,10,7113.6,711.36,6402.24,3070.88,3331.36
1549,2024-06-11,2024,6,2,9,Cliente 9,Parceiro,Coimbra,26,Artigo 26,Serviço,Implementação,5,Vendedor 5,Sul,5,202.37,20,1011.85,202.37,809.48,606.05,203.43
1550,2024-11-21,2024,11,4,29,Cliente 29,Parceiro,Porto,12,Artigo 12,Software,Suporte,8,Vendedor 8,Online,4,372.59,20,1490.36,298.07,1192.29,1012.36,179.93
1551,2024-03-14,2024,3,1,47,Cliente 47,B2B,Lisboa,1,Artigo 1,Software,Licença,6,Vendedor 6,Sul,9,368.46,0,3316.14,0.0,3316.14,2101.23,1214.91
1552,2024-08-20,2024,8,3,37,Cliente 37,Parceiro,Coimbra,13,Artigo 13,Software,Equipamento,5,Vendedor 5,Sul,9,89.94,5,809.46,40.47,768.99,468.99,300.0
1553,2024-08-11,2024,8,3,23,Cliente 23,B2B,Lisboa,14,Artigo 14,Hardware,Equipamento,7,Vendedor 7,Norte,1,618.33,10,618.33,61.83,556.5,302.59,253.91
1554,2024-11-14,2024,11,4,13,Cliente 13,Retail,Coimbra,24,Artigo 24,Hardware,Licença,2,Vendedor 2,Norte,2,862.08,15,1724.16,258.62,1465.54,903.24,562.3
1555,2024-02-29,2024,2,1,32,Cliente 32,Parceiro,Lisboa,30,Artigo 30,Hardware,Suporte,7,Vendedor 7,Norte,8,412.5,0,3300.0,0.0,3300.0,2244.8,1055.2
1556,2024-11-30,2024,11,4,46,Cliente 46,Parceiro,Porto,2,Artigo 2,Serviço,Equipamento,7,Vendedor 7,Norte,5,753.03,15,3765.15,564.77,3200.38,1843.7,1356.68
1557,2024-08-09,2024,8,3,47,Cliente 47,B2B,Lisboa,12,Artigo 12,Software,Suporte,1,Vendedor 1,Online,7,646.32,10,4524.24,452.42,4071.82,2934.82,1137.0
1558,2024-02-06,2024,2,1,48,Cliente 48,Retail,Coimbra,26,Artigo 26,Serviço,Implementação,3,Vendedor 3,Online,1,406.87,10,406.87,40.69,366.18,258.73,107.45
1559,2024-10-04,2024,10,4,23,Cliente 23,B2B,Lisboa,21,Artigo 21,Hardware,Suporte,2,Vendedor 2,Norte,5,184.01,10,920.05,92.0,828.05,725.15,102.9
1560,2024-07-14,2024,7,3,45,Cliente 45,Retail,Coimbra,28,Artigo 28,Serviço,Suporte,7,Vendedor 7,Norte,3,723.86,10,2171.58,217.16,1954.42,921.42,1033.0
1561,2024-12-17,2024,12,4,17,Cliente 17,B2B,Porto,16,Artigo 16,Software,Suporte,4,Vendedor 4,Online,2,861.84,15,1723.68,258.55,1465.13,764.02,701.11
1562,2024-08-29,2024,8,3,40,Cliente 40,Parceiro,Coimbra,4,Artigo 4,Software,Implementação,3,Vendedor 3,Online,2,701.56,0,1403.12,0.0,1403.12,845.28,557.84
1563,2024-11-19,2024,11,4,21,Cliente 21,Retail,Coimbra,8,Artigo 8,Software,Suporte,5,Vendedor 5,Sul,9,66.98,10,602.82,60.28,542.54,368.19,174.35
1564,2024-08-06,2024,8,3,2,Cliente 2,Retail,Porto,2,Artigo 2,Serviço,Equipamento,2,Vendedor 2,Norte,4,255.42,20,1021.68,204.34,817.34,425.0,392.34
1565,2024-07-10,2024,7,3,37,Cliente 37,Parceiro,Coimbra,10,Artigo 10,Hardware,Equipamento,5,Vendedor 5,Sul,4,116.01,0,464.04,0.0,464.04,338.92,125.12
1566,2024-01-17,2024,1,1,6,Cliente 6,Retail,Coimbra,9,Artigo 9,Software,Implementação,8,Vendedor 8,Online,7,591.87,20,4143.09,828.62,3314.47,2477.09,837.38
1567,2024-01-12,2024,1,1,44,Cliente 44,Retail,Braga,23,Artigo 23,Software,Suporte,7,Vendedor 7,Norte,2,768.65,15,1537.3,230.6,1306.7,828.08,478.62
1568,2024-07-11,2024,7,3,18,Cliente 18,B2B,Coimbra,15,Artigo 15,Software,Implementação,5,Vendedor 5,Sul,3,155.05,10,465.15,46.52,418.63,245.4,173.23
1569,2024-01-22,2024,1,1,30,Cliente 30,Parceiro,Braga,13,Artigo 13,Software,Equipamento,5,Vendedor 5,Sul,3,846.42,0,2539.26,0.0,2539.26,1890.63,648.63
1570,2024-04-29,2024,4,2,22,Cliente 22,Retail,Lisboa,23,Artigo 23,Software,Suporte,1,Vendedor 1,Online,6,577.73,10,3466.38,346.64,3119.74,1659.36,1460.38
1571,2024-07-28,2024,7,3,33,Cliente 33,B2B,Coimbra,17,Artigo 17,Hardware,Suporte,5,Vendedor 5,Sul,3,705.47,10,2116.41,211.64,1904.77,982.38,922.39
1572,2024-11-01,2024,11,4,30,Cliente 30,Parceiro,Braga,30,Artigo 30,Hardware,Suporte,4,Vendedor 4,Online,5,972.83,0,4864.15,0.0,4864.15,2360.45,2503.7
1573,2024-09-26,2024,9,3,17,Cliente 17,B2B,Porto,16,Artigo 16,Software,Suporte,4,Vendedor 4,Online,4,129.5,10,518.0,51.8,466.2,336.72,129.48
1574,2024-07-10,2024,7,3,43,Cliente 43,Parceiro,Lisboa,28,Artigo 28,Serviço,Suporte,3,Vendedor 3,Online,3,906.16,10,2718.48,271.85,2446.63,1969.2,477.43
1575,2024-06-23,2024,6,2,32,Cliente 32,Parceiro,Lisboa,2,Artigo 2,Serviço,Equipamento,7,Vendedor 7,Norte,8,169.8,5,1358.4,67.92,1290.48,723.2,567.28
1576,2024-10-11,2024,10,4,42,Cliente 42,Parceiro,Coimbra,20,Artigo 20,Software,Licença,6,Vendedor 6,Sul,3,423.31,5,1269.93,63.5,1206.43,596.1,610.33
1577,2024-07-22,2024,7,3,14,Cliente 14,Parceiro,Braga,20,Artigo 20,Software,Licença,8,Vendedor 8,Online,6,858.87,0,5153.22,0.0,5153.22,2492.52,2660.7
1578,2024-06-12,2024,6,2,10,Cliente 10,Parceiro,Braga,27,Artigo 27,Hardware,Suporte,5,Vendedor 5,Sul,7,910.94,0,6376.58,0.0,6376.58,4129.93,2246.65
1579,2024-09-07,2024,9,3,47,Cliente 47,B2B,Lisboa,14,Artigo 14,Hardware,Equipamento,5,Vendedor 5,Sul,7,531.05,10,3717.35,371.74,3345.61,1852.76,1492.85
1580,2024-08-14,2024,8,3,36,Cliente 36,B2B,Lisboa,3,Artigo 3,Hardware,Equipamento,2,Vendedor 2,Norte,2,614.4,20,1228.8,245.76,983.04,922.72,60.32
1581,2024-01-07,2024,1,1,34,Cliente 34,B2B,Lisboa,23,Artigo 23,Software,Suporte,1,Vendedor 1,Online,3,722.74,0,2168.22,0.0,2168.22,957.39,1210.83
1582,2024-01-29,2024,1,1,9,Cliente 9,Parceiro,Coimbra,12,Artigo 12,Software,Suporte,6,Vendedor 6,Sul,4,841.12,10,3364.48,336.45,3028.03,1389.36,1638.67
1583,2024-02-02,2024,2,1,42,Cliente 42,Parceiro,Coimbra,8,Artigo 8,Software,Suporte,3,Vendedor 3,Online,7,165.44,20,1158.08,231.62,926.46,504.14,422.32
1584,2024-05-13,2024,5,2,28,Cliente 28,Parceiro,Lisboa,2,Artigo 2,Serviço,Equipamento,8,Vendedor 8,Online,2,819.57,5,1639.14,81.96,1557.18,1210.1,347.08
1585,2024-03-19,2024,3,1,11,Cliente 11,Parceiro,Coimbra,4,Artigo 4,Software,Implementação,6,Vendedor 6,Sul,3,507.21,0,1521.63,0.0,1521.63,1005.03,516.6
1586,2024-02-27,2024,2,1,14,Cliente 14,Parceiro,Braga,14,Artigo 14,Hardware,Equipamento,5,Vendedor 5,Sul,7,478.09,10,3346.63,334.66,3011.97,2620.73,391.24
1587,2024-01-26,2024,1,1,39,Cliente 39,Retail,Braga,16,Artigo 16,Software,Suporte,2,Vendedor 2,Norte,7,452.7,5,3168.9,158.44,3010.46,1693.86,1316.6
1588,2024-08-13,2024,8,3,47,Cliente 47,B2B,Lisboa,19,Artigo 19,Hardware,Suporte,7,Vendedor 7,Norte,3,533.75,15,1601.25,240.19,1361.06,776.73,584.33
1589,2024-10-11,2024,10,4,19,Cliente 19,B2B,Lisboa,2,Artigo 2,Serviço,Equipamento,1,Vendedor 1,Online,1,947.8,5,947.8,47.39,900.41,592.18,308.23
1590,2024-01-04,2024,1,1,15,Cliente 15,B2B,Braga,12,Artigo 12,Software,Suporte,7,Vendedor 7,Norte,3,570.79,10,1712.37,171.24,1541.13,1053.33,487.8
1591,2024-04-08,2024,4,2,28,Cliente 28,Parceiro,Lisboa,29,Artigo 29,Software,Implementação,3,Vendedor 3,Online,5,955.52,20,4777.6,955.52,3822.08,3040.5,781.58
1592,2024-02-08,2024,2,1,24,Cliente 24,B2B,Lisboa,14,Artigo 14,Hardware,Equipamento,6,Vendedor 6,Sul,7,221.28,15,1548.96,232.34,1316.62,834.89,481.73
1593,2024-09-27,2024,9,3,8,Cliente 8,B2B,Braga,6,Artigo 6,Software,Equipamento,3,Vendedor 3,Online,4,737.93,15,2951.72,442.76,2508.96,1187.64,1321.32
1594,2024-10-11,2024,10,4,43,Cliente 43,Parceiro,Lisboa,13,Artigo 13,Software,Equipamento,5,Vendedor 5,Sul,1,821.63,15,821.63,123.24,698.39,340.17,358.22
1595,2024-06-05,2024,6,2,9,Cliente 9,Parceiro,Coimbra,4,Artigo 4,Software,Implementação,3,Vendedor 3,Online,6,695.17,0,4171.02,0.0,4171.02,2775.96,1395.06
1596,2024-03-15,2024,3,1,47,Cliente 47,B2B,Lisboa,22,Artigo 22,Hardware,Implementação,7,Vendedor 7,Norte,2,626.58,10,1253.16,125.32,1127.84,763.56,364.28
1597,2024-10-14,2024,10,4,33,Cliente 33,B2B,Coimbra,18,Artigo 18,Hardware,Licença,2,Vendedor 2,Norte,3,586.57,15,1759.71,263.96,1495.75,1281.78,213.97
1598,2024-05-09,2024,5,2,33,Cliente 33,B2B,Coimbra,12,Artigo 12,Software,Suporte,3,Vendedor 3,Online,4,867.88,5,3471.52,173.58,3297.94,1805.76,1492.18
1599,2024-06-23,2024,6,2,19,Cliente 19,B2B,Lisboa,20,Artigo 20,Software,Licença,4,Vendedor 4,Online,6,830.56,20,4983.36,996.67,3986.69,3618.84,367.85
1600,2024-03-24,2024,3,1,3,Cliente 3,Parceiro,Lisboa,27,Artigo 27,Hardware,Suporte,2,Vendedor 2,Norte,6,166.17,10,997.02,99.7,897.32,568.5,328.82
1601,2024-01-22,2024,1,1,10,Cliente 10,Parceiro,Braga,22,Artigo 22,Hardware,Implementação,6,Vendedor 6,Sul,7,856.16,5,5993.12,299.66,5693.46,2629.06,3064.4
1602,2024-01-27,2024,1,1,40,Cliente 40,Parceiro,Coimbra,30,Artigo 30,Hardware,Suporte,1,Vendedor 1,Online,5,443.37,0,2216.85,0.0,2216.85,1753.9,462.95
1603,2024-07-13,2024,7,3,47,Cliente 47,B2B,Lisboa,21,Artigo 21,Hardware,Suporte,1,Vendedor 1,Online,7,291.01,15,2037.07,305.56,1731.51,1232.0,499.51
1604,2024-12-02,2024,12,4,42,Cliente 42,Parceiro,Coimbra,19,Artigo 19,Hardware,Suporte,5,Vendedor 5,Sul,2,876.28,5,1752.56,87.63,1664.93,1142.3,522.63
1605,2024-08-23,2024,8,3,1,Cliente 1,Parceiro,Lisboa,8,Artigo 8,Software,Suporte,5,Vendedor 5,Sul,1,460.42,10,460.42,46.04,414.38,307.71,106.67
1606,2024-04-01,2024,4,2,29,Cliente 29,Parceiro,Porto,7,Artigo 7,Software,Suporte,4,Vendedor 4,Online,8,817.95,5,6543.6,327.18,6216.42,3566.0,2650.42
1607,2024-01-21,2024,1,1,50,Cliente 50,B2B,Coimbra,16,Artigo 16,Software,Suporte,6,Vendedor 6,Sul,1,300.23,0,300.23,0.0,300.23,209.86,90.37
1608,2024-10-29,2024,10,4,34,Cliente 34,B2B,Lisboa,19,Artigo 19,Hardware,Suporte,7,Vendedor 7,Norte,2,53.73,20,107.46,21.49,85.97,80.4,5.57
1609,2024-12-22,2024,12,4,13,Cliente 13,Retail,Coimbra,6,Artigo 6,Software,Equipamento,1,Vendedor 1,Online,6,520.69,15,3124.14,468.62,2655.52,1733.52,922.0
1610,2024-03-24,2024,3,1,1,Cliente 1,Parceiro,Lisboa,20,Artigo 20,Software,Licença,1,Vendedor 1,Online,1,145.22,10,145.22,14.52,130.7,96.25,34.45
1611,2024-09-18,2024,9,3,34,Cliente 34,B2B,Lisboa,27,Artigo 27,Hardware,Suporte,1,Vendedor 1,Online,3,766.66,15,2299.98,345.0,1954.98,1616.55,338.43
1612,2024-05-26,2024,5,2,29,Cliente 29,Parceiro,Porto,21,Artigo 21,Hardware,Suporte,7,Vendedor 7,Norte,7,312.27,15,2185.89,327.88,1858.01,1040.62,817.39
1613,2024-09-13,2024,9,3,48,Cliente 48,Retail,Coimbra,11,Artigo 11,Software,Licença,1,Vendedor 1,Online,8,471.46,15,3771.68,565.75,3205.93,2010.48,1195.45
1614,2024-02-27,2024,2,1,47,Cliente 47,B2B,Lisboa,5,Artigo 5,Serviço,Licença,3,Vendedor 3,Online,4,132.68,5,530.72,26.54,504.18,235.4,268.78
1615,2024-01-15,2024,1,1,13,Cliente 13,Retail,Coimbra,16,Artigo 16,Software,Suporte,6,Vendedor 6,Sul,3,322.33,5,966.99,48.35,918.64,619.74,298.9
1616,2024-06-10,2024,6,2,48,Cliente 48,Retail,Coimbra,7,Artigo 7,Software,Suporte,2,Vendedor 2,Norte,1,792.42,20,792.42,158.48,633.94,570.84,63.1
1617,2024-06-11,2024,6,2,49,Cliente 49,B2B,Porto,27,Artigo 27,Hardware,Suporte,2,Vendedor 2,Norte,9,194.01,0,1746.09,0.0,1746.09,1125.09,621.0
1618,2024-11-15,2024,11,4,29,Cliente 29,Parceiro,Porto,5,Artigo 5,Serviço,Licença,4,Vendedor 4,Online,6,664.8,10,3988.8,398.88,3589.92,1882.38,1707.54
1619,2024-10-07,2024,10,4,39,Cliente 39,Retail,Braga,11,Artigo 11,Software,Licença,3,Vendedor 3,Online,6,921.55,5,5529.3,276.46,5252.84,3420.12,1832.72
1620,2024-10-06,2024,10,4,24,Cliente 24,B2B,Lisboa,15,Artigo 15,Software,Implementação,1,Vendedor 1,Online,9,695.84,15,6262.56,939.38,5323.18,4596.57,726.61
1621,2024-01-12,2024,1,1,26,Cliente 26,Retail,Lisboa,3,Artigo 3,Hardware,Equipamento,1,Vendedor 1,Online,1,820.47,0,820.47,0.0,820.47,427.54,392.93
1622,2024-09-30,2024,9,3,17,Cliente 17,B2B,Porto,26,Artigo 26,Serviço,Implementação,5,Vendedor 5,Sul,6,153.52,10,921.12,92.11,829.01,675.24,153.77
1623,2024-09-27,2024,9,3,7,Cliente 7,Parceiro,Coimbra,5,Artigo 5,Serviço,Licença,5,Vendedor 5,Sul,5,288.2,10,1441.0,144.1,1296.9,1028.65,268.25
1624,2024-07-26,2024,7,3,13,Cliente 13,Retail,Coimbra,23,Artigo 23,Software,Suporte,4,Vendedor 4,Online,6,899.81,10,5398.86,539.89,4858.97,2206.5,2652.47
1625,2024-01-27,2024,1,1,5,Cliente 5,Retail,Lisboa,21,Artigo 21,Hardware,Suporte,1,Vendedor 1,Online,8,729.35,10,5834.8,583.48,5251.32,2892.8,2358.52
1626,2024-03-12,2024,3,1,26,Cliente 26,Retail,Lisboa,5,Artigo 5,Serviço,Licença,4,Vendedor 4,Online,5,657.58,20,3287.9,657.58,2630.32,2029.2,601.12
1627,2024-02-29,2024,2,1,49,Cliente 49,B2B,Porto,9,Artigo 9,Software,Implementação,3,Vendedor 3,Online,2,680.58,10,1361.16,136.12,1225.04,935.18,289.86
1628,2024-05-24,2024,5,2,3,Cliente 3,Parceiro,Lisboa,15,Artigo 15,Software,Implementação,2,Vendedor 2,Norte,2,443.49,0,886.98,0.0,886.98,667.2,219.78
1629,2024-04-02,2024,4,2,7,Cliente 7,Parceiro,Coimbra,3,Artigo 3,Hardware,Equipamento,1,Vendedor 1,Online,5,92.33,5,461.65,23.08,438.57,303.05,135.52
1630,2024-11-04,2024,11,4,49,Cliente 49,B2B,Porto,29,Artigo 29,Software,Implementação,6,Vendedor 6,Sul,3,795.22,0,2385.66,0.0,2385.66,1317.21,1068.45
1631,2024-01-08,2024,1,1,39,Cliente 39,Retail,Braga,6,Artigo 6,Software,Equipamento,7,Vendedor 7,Norte,3,694.78,15,2084.34,312.65,1771.69,987.66,784.03
1632,2024-03-19,2024,3,1,1,Cliente 1,Parceiro,Lisboa,17,Artigo 17,Hardware,Suporte,3,Vendedor 3,Online,8,499.16,20,3993.28,798.66,3194.62,2811.36,383.26
1633,2024-01-27,2024,1,1,49,Cliente 49,B2B,Porto,26,Artigo 26,Serviço,Implementação,1,Vendedor 1,Online,7,904.77,20,6333.39,1266.68,5066.71,3057.18,2009.53
1634,2024-06-22,2024,6,2,17,Cliente 17,B2B,Porto,21,Artigo 21,Hardware,Suporte,7,Vendedor 7,Norte,1,369.35,15,369.35,55.4,313.95,250.48,63.47
1635,2024-02-19,2024,2,1,43,Cliente 43,Parceiro,Lisboa,8,Artigo 8,Software,Suporte,6,Vendedor 6,Sul,5,329.61,0,1648.05,0.0,1648.05,778.7,869.35
1636,2024-07-17,2024,7,3,25,Cliente 25,Retail,Lisboa,21,Artigo 21,Hardware,Suporte,5,Vendedor 5,Sul,9,879.16,0,7912.44,0.0,7912.44,3453.12,4459.32
1637,2024-12-14,2024,12,4,3,Cliente 3,Parceiro,Lisboa,25,Artigo 25,Software,Licença,4,Vendedor 4,Online,4,807.14,15,3228.56,484.28,2744.28,1615.72,1128.56
1638,2024-06-29,2024,6,2,15,Cliente 15,B2B,Braga,11,Artigo 11,Software,Licença,5,Vendedor 5,Sul,1,539.23,10,539.23,53.92,485.31,277.15,208.16
1639,2024-01-24,2024,1,1,29,Cliente 29,Parceiro,Porto,6,Artigo 6,Software,Equipamento,2,Vendedor 2,Norte,8,174.2,10,1393.6,139.36,1254.24,918.24,336.0
1640,2024-11-11,2024,11,4,43,Cliente 43,Parceiro,Lisboa,8,Artigo 8,Software,Suporte,5,Vendedor 5,Sul,5,254.32,5,1271.6,63.58,1208.02,590.45,617.57
1641,2024-02-15,2024,2,1,32,Cliente 32,Parceiro,Lisboa,10,Artigo 10,Hardware,Equipamento,1,Vendedor 1,Online,2,673.42,0,1346.84,0.0,1346.84,1039.92,306.92
1642,2024-01-15,2024,1,1,26,Cliente 26,Retail,Lisboa,24,Artigo 24,Hardware,Licença,6,Vendedor 6,Sul,1,415.79,0,415.79,0.0,415.79,258.52,157.27
1643,2024-06-01,2024,6,2,16,Cliente 16,Retail,Lisboa,29,Artigo 29,Software,Implementação,5,Vendedor 5,Sul,3,844.65,15,2533.95,380.09,2153.86,1511.19,642.67
1644,2024-08-09,2024,8,3,25,Cliente 25,Retail,Lisboa,3,Artigo 3,Hardware,Equipamento,1,Vendedor 1,Online,9,952.46,15,8572.14,1285.82,7286.32,4919.4,2366.92
1645,2024-07-24,2024,7,3,28,Cliente 28,Parceiro,Lisboa,23,Artigo 23,Software,Suporte,2,Vendedor 2,Norte,1,815.36,10,815.36,81.54,733.82,510.94,222.88
1646,2024-09-29,2024,9,3,9,Cliente 9,Parceiro,Coimbra,14,Artigo 14,Hardware,Equipamento,7,Vendedor 7,Norte,4,408.67,0,1634.68,0.0,1634.68,668.56,966.12
1647,2024-08-23,2024,8,3,1,Cliente 1,Parceiro,Lisboa,23,Artigo 23,Software,Suporte,6,Vendedor 6,Sul,8,799.25,0,6394.0,0.0,6394.0,5089.84,1304.16
1648,2024-12-05,2024,12,4,29,Cliente 29,Parceiro,Porto,14,Artigo 14,Hardware,Equipamento,5,Vendedor 5,Sul,8,383.87,20,3070.96,614.19,2456.77,1913.2,543.57
1649,2024-08-15,2024,8,3,22,Cliente 22,Retail,Lisboa,10,Artigo 10,Hardware,Equipamento,4,Vendedor 4,Online,8,208.75,5,1670.0,83.5,1586.5,691.52,894.98
1650,2024-01-09,2024,1,1,16,Cliente 16,Retail,Lisboa,12,Artigo 12,Software,Suporte,4,Vendedor 4,Online,8,81.72,5,653.76,32.69,621.07,415.76,205.31
1651,2024-06-14,2024,6,2,41,Cliente 41,Retail,Braga,6,Artigo 6,Software,Equipamento,6,Vendedor 6,Sul,4,416.43,10,1665.72,166.57,1499.15,957.52,541.63
1652,2024-11-14,2024,11,4,44,Cliente 44,Retail,Braga,12,Artigo 12,Software,Suporte,4,Vendedor 4,Online,8,908.38,0,7267.04,0.0,7267.04,2976.72,4290.32
1653,2024-08-01,2024,8,3,41,Cliente 41,Retail,Braga,23,Artigo 23,Software,Suporte,5,Vendedor 5,Sul,9,277.04,20,2493.36,498.67,1994.69,1919.34,75.35
1654,2024-04-26,2024,4,2,7,Cliente 7,Parceiro,Coimbra,14,Artigo 14,Hardware,Equipamento,5,Vendedor 5,Sul,7,246.19,0,1723.33,0.0,1723.33,696.64,1026.69
1655,2024-12-09,2024,12,4,14,Cliente 14,Parceiro,Braga,2,Artigo 2,Serviço,Equipamento,6,Vendedor 6,Sul,2,971.33,15,1942.66,291.4,1651.26,1226.1,425.16
1656,2024-03-12,2024,3,1,29,Cliente 29,Parceiro,Porto,9,Artigo 9,Software,Implementação,5,Vendedor 5,Sul,9,73.75,10,663.75,66.38,597.37,520.83,76.54
1657,2024-03-04,2024,3,1,19,Cliente 19,B2B,Lisboa,10,Artigo 10,Hardware,Equipamento,7,Vendedor 7,Norte,8,796.49,5,6371.92,318.6,6053.32,3154.4,2898.92
1658,2024-07-23,2024,7,3,19,Cliente 19,B2B,Lisboa,26,Artigo 26,Serviço,Implementação,1,Vendedor 1,Online,5,355.3,0,1776.5,0.0,1776.5,891.2,885.3
1659,2024-07-27,2024,7,3,2,Cliente 2,Retail,Porto,17,Artigo 17,Hardware,Suporte,2,Vendedor 2,Norte,3,85.61,10,256.83,25.68,231.15,102.78,128.37
1660,2024-03-12,2024,3,1,41,Cliente 41,Retail,Braga,17,Artigo 17,Hardware,Suporte,7,Vendedor 7,Norte,7,921.91,5,6453.37,322.67,6130.7,2752.61,3378.09
1661,2024-10-03,2024,10,4,45,Cliente 45,Retail,Coimbra,3,Artigo 3,Hardware,Equipamento,7,Vendedor 7,Norte,2,182.66,0,365.32,0.0,365.32,152.68,212.64
1662,2024-09-30,2024,9,3,15,Cliente 15,B2B,Braga,30,Artigo 30,Hardware,Suporte,4,Vendedor 4,Online,3,574.19,20,1722.57,344.51,1378.06,1255.86,122.2
1663,2024-11-15,2024,11,4,3,Cliente 3,Parceiro,Lisboa,19,Artigo 19,Hardware,Suporte,1,Vendedor 1,Online,9,310.35,10,2793.15,279.32,2513.83,2052.09,461.74
1664,2024-12-03,2024,12,4,11,Cliente 11,Parceiro,Coimbra,1,Artigo 1,Software,Licença,6,Vendedor 6,Sul,4,111.93,0,447.72,0.0,447.72,309.24,138.48
1665,2024-12-31,2024,12,4,46,Cliente 46,Parceiro,Porto,12,Artigo 12,Software,Suporte,8,Vendedor 8,Online,4,97.43,5,389.72,19.49,370.23,210.88,159.35
1666,2024-04-04,2024,4,2,30,Cliente 30,Parceiro,Braga,7,Artigo 7,Software,Suporte,4,Vendedor 4,Online,3,159.78,5,479.34,23.97,455.37,349.2,106.17
1667,2024-06-14,2024,6,2,40,Cliente 40,Parceiro,Coimbra,4,Artigo 4,Software,Implementação,1,Vendedor 1,Online,5,117.8,20,589.0,117.8,471.2,362.75,108.45
1668,2024-02-01,2024,2,1,18,Cliente 18,B2B,Coimbra,10,Artigo 10,Hardware,Equipamento,5,Vendedor 5,Sul,3,772.53,10,2317.59,231.76,2085.83,1209.15,876.68
1669,2024-01-11,2024,1,1,48,Cliente 48,Retail,Coimbra,13,Artigo 13,Software,Equipamento,6,Vendedor 6,Sul,9,511.29,10,4601.61,460.16,4141.45,2645.55,1495.9
